Assembly  AVG_COV
001	40.745
002	114.601
003	75.5935
004	14.4566
006	86.6911
007	102.867
008	60.8009
009	121.516
010	56.3625
011	51.5378
014	86.1766
015	45.4113
016	35.2649
017	54.2365
018	92.8187
019	102.82
020	35.4787
021	62.9881
022	79.9835
023	66.142
024	38.9117
025	41.2857
026	84.2265
027	80.2891
028-1	92.3408
028-2	135.109
029	103.982
030	52.3922
031	59.8637
032	92.8036
033	80.2037
034	114.515
036	45.5072
037	107.803
038	71.4436
039	91.4652
041	57.423
042	54.1695
043	82.8596
044	83.5809
045	69.2168
046	56.8138
048	104.14
049	24.4645
051	49.2271
052	70.9581
053	50.0684
054	54.8319
055	36.3251
056	134.378
058	56.9557
059	90.7439
060	59.9847
061	72.1044
062	88.123
064	78.9253
065	30.8566
066	40.1589
067	60.9545
068	28.6301
069	41.3262
070	49.1181
071	32.1026
072	39.7612
073	37.7059
074	45.3244
075	46.8426
076	33.1421
077	68.4996
078	45.7577
079	40.5181
081	32.5589
082	58.3493
083	38.3374
084	18.383
085	42.7573
087	62.2239
088	38.5807
089	81.2172
090	36.3201
091	65.4214
092	46.62
093	36.7437
094	34.4153
095	100.643
096	27.9038
098	44.8613
099	58.7375
100	67.0572
101	40.7502
102	41.8099
103	42.1841
104	42.0512
105	69.9808
106	154.959
109	135.25
110	123.947
111	164.936
112	132.308
113	163.74
114	177.965
115	148.145
116	145.078
117	146.857
118	114.413
119	186.185
120	162.064
121	132.515
122	117.242
124	151.935
125	110.386
126	128.649
127	67.9374
128	110.554
129	330.714
130	140.516
131	135.113
132	57.8392
133	150.194
134	192.413
135	33.943
136	72.0976
137	87.0781
138	39.2234
139	85.4097
140	79.6109
141	122.33
142	42.3748
143	75.4316
144	105.073
145	135.206
146	118.1
147	98.0068
148	109.169
149	107.279
150	141.033
151	92.432
152	148.264
153	211.849
155	65.2602
156	118.727
157	39.956
158	126.701
159	160.393
160	123.978
161	145.734
162	154.581
163	166.193
164	202.724
165	143.999
166	138.263
167	126.912
169	154.71
171	170.563
172	78.053
173	77.3618
174	38.4186
175	117.9
176	106.536
177	94.1062
178	60.4808
179	143.337
180	81.7234
181	88.911
182	108.512
183	113.998
184	84.7192
185	144.619
186	135.62
187	129.642
189	69.3775
191	174.965
192	173.266
193	147.771
194	309.719
195	128.483
196	111.345
197	69.2401
198	224.298
199	108.915
200	115.554
201	204.144
202	128.202
203	136.722
204	116.378
205	137.322
206	105.822
208	158.587
209	116.237
210	151.611
211	161.936
213	387.468
215	66.6647
216	90.0385
217	84.9247
218	56.7743
219	64.7411
220	70.47
222	134.804
223	129.639
224	60.4815
225	84.6569
226	63.1379
227	31.2711
228	69.7907
229	88.1813
230	140.552
232	74.2066
233	160.892
234	62.9482
235	65.7627
236	61.0701
237	117.754
238	74.938
239	92.7112
240	149.181
241	41.3675
242	43.1619
243	50.1583
244	57.3515
245	67.1547
247	46.8572
248	139.092
249	82.7097
250	119.406
251	56.7983
252	93.3652
253	76.6039
254	123.994
255	104.911
256	83.3331
257	86.2967
259	54.601
260-1	72.6585
260-2	165.711
261	76.16
263	68.9898
264	147.231
265	74.1729
266	148.88
268	78.9189
269	61.7877
270	78.7447
271	79.3454
272	147.903
274	73.6162
275	70.5075
276	61.8898
277	62.347
278	87.889
279	75.0432
280	78.8446
281	109.297
282	102.682
283	85.7803
284	72.8206
287	60.7146
288	61.2384
289	67.0342
290	67.2214
292	158.242
294	104.049
295	98.2474
296	80.5497
297	76.9908
298	99.5954
299	111.385
300	103.042
301	124.81
302	144.824
303	123.885
304	129.853
305	101.989
306	78.9937
307	94.0648
308	111.831
310	166.897
311	128.705
312	97.0243
313	95.7048
314	97.7644
315	141.315
316	85.79
318	158.763
320	137.288
321	95.3593
322	116.253
323	102.626
324	102.693
325	79.9458
326	123.865
327	195.174
328	88.5815
330	126.314
331	139.241
332	91.9773
333	138.299
334	100.372
335	100.864
336	127.077
337	78.3998
338	91.0445
339	90.4333
340	181.454
341	182.773
342	90.5728
344	77.6887
345	120.719
346	52.4464
347	113.865
348	78.5723
349	136.983
350	83.073
352	136.009
353	131.264
354	90.6804
355	106.877
356	110.243
357	155.821
358	166.213
359	104.042
360	150.039
361	92.5995
362	106.156
363	104.724
364	113.671
365	73.0633
366	106.574
367	91.9931
368	98.5519
369	93.2327
370	98.5452
371	70.2357
372	43.7297
374	91.5324
375	68.5373
376	86.3334
377	116.362
378	115.913
380	78.4494
381	76.8333
382	106.848
383	150.251
384	53.8583
385	122.129
386	100.587
387	75.0104
388	79.748
389	80.2054
390	105.835
391	68.2654
392	93.9368
393	92.5857
394	69.8243
395	98.2451
396	126.206
398	81.2272
399	152.289
400	110.379
401	91.1785
402	77.5926
403	76.7313
404	86.15
405	24.6777
406	80.4301
407	162.332
408	54.2724
409	74.0247
410	82.877
411	96.3566
412	91.3409
413	98.6001
414	128.553
415	98.0311
418	125.169
419	136.572
420	129.463
421	115.94
424	98.0154
425	74.5368
BCW_200001	28.7953
BCW_200002	147.403
BCW_200003	80.7627
BCW_200004	59.1165
BCW_200005	51.8935
BCW_200006	55.7309
BCW_200007	69.0621
BCW_200008	145.666
BCW_200009	135.994
BCW_200010	35.7225
BCW_200011	46.8037
BCW_200012	56.7263
BCW_200013	71.2507
BCW_200014	59.9609
BCW_200015	82.9569
BCW_200016	95.8792
BCW_200017	61.6312
BCW_200018	68.9913
BCW_200019	42.3413
BCW_200020	28.3155
BCW_200021	65.2531
BCW_200022	31.7058
BCW_200023	128.759
BCW_200024	33.707
BCW_200025	72.0948
BCW_200026	75.6335
BCW_200027	87.7625
BCW_200028	54.628
BCW_200029	107.723
BCW_200030	83.369
BCW_200031	88.9689
BCW_200032	257.339
BCW_200033	54.0073
